Sr No.,NAMC_ID,NAMC_CODE,Long_definition,Name English
2716,2791,SO-2,"the disorder is characterized by sant?pa? [burning sensation], nist?da? [pricking type of pain], ??lam [intermittent pain], stambha? [loss of movement], ghar?a? [rubbing friction], a?ru [lacrimation], d?ru?apratib?dha? [difficulty in opening the lids], ka??yavartmat? [lids getting hard and causing sound], ?ir?ruk [headache], dr???idaurbalyam [debility of vision]",over application of collyrium
2717,2792,SO-3,-,complications of scraping collyrium
2718,2793,SO-3.1,"the disorder is characterized by ugratarad??avat [aggressive form], []",inadequate scraping collyrium
2719,2794,SO-3.2,"the disorder is characterized by jihman?tram [distortion of eyes or vision], d?ru?an?tram [hardness in eyes], durvar?an?tram [discoloration of eyes], srastan?tram [flabbiness], at?var?k?an?tram [excessive dryness of eyes], atim?tra? syandat? [excessive lacrimation]",over application of scraping collyrium
2720,2795,SO-4,-,complications of soothing collyrium
2721,2796,SO-4.1,the disorder is characterized by ap?rthakam [insufficient dosage produce no effect at all],inadequate soothing collyrium
2722,2797,SO-4.2,-,over application of soothing collyrium
2723,2798,SO-5,-,complication of healing collyrium
2724,2799,SO-5.1,the disorder is characterized by ap?rthakam [insufficient dosage produce no effect at all],inadequate healing collyrium
2725,2800,SO-5.2,-,over application of healing collyrium
2726,2801,SP,-,complication of soothing
2727,2802,SP-1,"the disorder is characterized by r?k?an?tram [dry eyes], ?vilan?tram [turbid eyes], asr??hyan?tram [excessive lacrimation], asaha? r?padar?an? [photophobia/ intolerance to perceive vision], vy?dhivr?ddhi? [increase in disease characters]",inadequate tarpa?a
2728,2803,SP-2,"the disorder is characterized by gurun?tram [heaviness of eye], ?vilan?tram [confused eyes/ turbid eye], atisnigdhan?tram [excessive unctuousness of eye], a?ru? [lacrimation], ka???? [itching], upad?ha? [greasiness], d??asamutkli??am [afflicted by d??a]",over application of tarpa?a
2729,2804,SQ,-,complication of pu?ap?ka
2730,2805,SQ-1,"the disorder is characterized by n?trap?ka? [inflammation/suppuration of eyes], a?ru? [lacrimation], har?a?am [type of pain where internal cooling is felt], d???dgama? [apperance of d??a]",inadequate pu?ap?ka
2731,2806,SQ-2,"the disorder is characterized by ruj? [Pain], ??pha? [oedema], pi?ak? [papule/ eruptions], timir?dgama? [appearance of timira/ partial blindness]",over application of pu?ap?ka
2732,2807,SR,-,complications during convalesce
2733,2808,SR-1,"the disorder is characterized by ?irast?pa? [burning sensation in the head], ?a?khanist?da? [pricking pain in temples], kar?anist?da? [pricking pain in ears], ?r?tr?par?dha? [deafness], mukha???a? [dryness of mouth], t?lu???a? [dryness of palate], ka??ha???a? [dryness in the throat], timira? [errors of refraction/partial blindness], pip?s? [thirst], jvara? [fever], tamaka? [feeling as if entering into darkness], hanugraha? [lock jaw/catching sensation over jaw], many?stambha? [torticollis/stiffness of neck], ni??h?vanam [spitting], ura???la? [pain in the chest and sides of the neck], p?r?va??la? [pain in sides of chest/flanks], hikk? [hiccup], ?v?sa? [breathlessness/difficult breathing]",talking too loudly during parih?rak?la
2734,2809,SR-2,"the disorder is characterized by sandhi?aithilya? [looseness of big joints], parva?aithilya? [looseness of small joints], hanu??la? [pain in jaws], n?s???la? [nasal pain], kar?a??la? [earache], ?ira???la? [headache], t?da? [pricking pain], kuk?ik??bha? [irritation in the pelvic region], a??pa? [gurgling sound of the intestines/ barborygmus], ?ntrak?janam [barborygmus/ gurgling sound of intestines], ?dhm?nam [abdominal distension], hr?day?par?dha? [feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia], indriy?par?dha? [obstruction in the functioning of sense organs], sphikv?dan? [pain in the hips / buttocks], p?r?vav?dan? [pain in sides of chest/flanks], va?k?a?av?dan? [pain in the groin], vr??a?av?dan? [pain in the scrotum], ka??v?dan? [low backpain], pr???hav?dan? [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], gr?v?daurbalyam [weakness of neck], a?g?bhit?pa? [burning sensation in limbs], p?da??pha? [pedal oedema], p?daprasv?pa? [pedal numbness], p?dahar?a?a? [tingling sensation of feet]",jolting during parih?rak?la
2735,2810,SR-3,"the disorder is characterized by p?da??la? [pain in legs/feet], ja?gh???la? [pain in calf region], ?ru??la? [pain in thighs], j?nu??la? [pain in knees], va?k?a?a??la? [pain in groins], ?r?????la? [pain in pelvic region], pr???ha??la? [pain in back], sakthis?da [feeling of weakness/fatigue of thighs], sakthinist?da [pricking pain in legs], pi??ik?dv???an?? [calf claudication/cramp in the calf muscles], a?gamarda? [generalised bodyache], a?s?bhit?pa? [burning sensation in shoulders/ scapula], sir?har?a? [pulsatile veins], dhaman?har?a? [pulsatile arteries], ?v?sa? [breathlessness/difficult breathing], k?sa? [cough]",prolong sitting during parih?rak?la
2736,2811,SR-4,"the disorder is characterized by sphikv?dan? [pain in the hips / buttocks], p?r?vav?dan? [pain in sides of chest/flanks], va?k?a?av?dan? [pain in groins], vr??a?av?dan? [pain in scrotum], ka??v?dan? [low backpain], pr???hav?dan? [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], gr?v?daurbalyam [weakness of neck], a?g?bhit?pa? [burning sensation in limbs], p?da??pha? [pedal oedema], p?daprasv?pa? [pedal numbness], p?dahar?a?a? [tingling sensation of feet]",over walking during parih?rak?la
2737,2812,SR-5,"the disorder is characterized by mukha???a? [dryness of mouth], ?dhm?na? [abdominal distension], ?ula? [colicky pain in the abdomen], nist?da? [pricking type of pain], pip?s? [thirst], g?tras?da? [exhaustion or tiredness of body], chardi? [vomiting], at?s?ra? [diarrhoea], m?rcch? [syncope/attacks of swooning], jvara? [fever], prav?ha?am [straining at defecation], ?mavi?a? [clinical features of ?mavi?a]",indigestion during parih?rak?la
2738,2813,SR-6,"the disorder is characterized by anann?bhil??a? [disinclination for food], daurbalyam [weakness], vaivar?yam [discolouration], ka???? [itching], p?m? [scabies], g?tr?vas?da? [exhaustion or tirednes to body], graha?? [clinical features of graha??], ar?a? [haemorrhoids]",unsalutary food during parih?rak?la
2739,2814,SR-7,"the disorder is characterized by ar?caka? [tastelessness], avip?ka? [indigestion], agnin??a? [loss of agni (digestive power)], staimityam [a sensation of being covered with wet clothes], p???utvam [pallor], ka???? [itching], p?m? [scabies], d?ha? [burning sensation], chard?? [vomiting], a?gamarda? [generalised bodyache], hr?tstambha? [tightness in the pericordial region], j??yam [dullness/ frigidity/inactiveness], tandr? [drowsiness/lassitude], nidr?-prasa?ga? [continuous sleep], granthijanma? [appearance of nodules], daurbalyam [weakness], raktam?trat? [urine with blood, blood coloured urine/ hematuria], rakt?k?it? [reddish coloured eyes], t?lul?pa? [coating over the palate]",Day sleep during parih?rak?la
2740,2815,SR-8,"the disorder is characterized by ??ubalan??a? [instantaneous loss of strength], urus?da? [fatigue / weakness in thighs], ?ir???la? [headache], basti??la? [pain in basti/ urinary bladder], guda??la? [proctalgia], m??hra??la? [penile pain], va?k?a??la? [pain in groins], ?ru??la? [pain in thighs], j?nu??la? [pain in knees], ja?gh???la? [pain in calf region], p?da??la? [pain in legs/feet], hr?dayaspandanam [palpitation of heart], n?trap??? [pain in eyes], a?ga?aithilyam [asthenia of limbs], ?ukram?rga???it?gamanam [bleeding through the seminal passage], k?sa? [cough], ?v?sa? [breathlessness/difficult breathing], ???ita??h?vanam [haemoptysis], svar?vas?da? [sunken voice], ka??daurbalya? [weakness of lumbar region], ?k??gar?ga? [paralysis of the one part of the body], sarv??gar?ga? [paralysis of the whole body], mu?ka?vayathu [scrotal oedema], v?tasa?ga [retention of v?yu/ flatus], varcasa?ga [retention of stools], m?trasa?ga [obstruction/retention in passage of urine], ?ukravisarga? [excessive discharge of semen], j??yam [dullness/ frigidity/inactiveness], v?pathu? [shivering/tremors], b?dhiryam [deafness/ hearing impairment], vi??da? [depression], avalupyata iva guda? [a feeling as if the anus is being cut], t??yata iva m??hram [pain in the phallus as if it is being hit], avas?dat?va mana? [a feeling as if the mind is shrinking], v?pat? hr?dayam [trembling of the heart], p??yant? sandhaya? [pain in joints], tama? prav??yata iva [feels as entering into darkness]",coitus during parih?rak?la
2741,2816,SS,-,complication of improper surgical intervetion
2742,2817,SS-1,"the disorder is characterized by pu?stv?pagh?ta? [impotence/loss of sexual vigor], ?vayathu? gud? [swelling in the anus], v?gavinigraha? [lack of urge for deaecation], ?dhm?n [abdominal distension], d?ru?a? ??lam [excruciating pain], vyath? [uneasiness/ agitation/feeling of discomfort], rakt?tivartanam [excessive bleeding], r??h?n?? punarvir?ha? [recurrence of the pile mass after these are healed], kl?da? [moistening / soddening], gudabhra??a? [rectal prolapse], ??ghramara?am [instant death]",surgical negligence (mentioned in case of ar?as )
2743,2818,SS-2,-,complications of ear piersing
2744,2819,SS-2.1,"the disorder is characterized by jvara? [fever], d?ha? [burning sensation], ?vayathu? [swelling], v?dan? [pain]",a complication of ear piersing having blakish discolouration
2745,2820,SS-2.2,"the disorder is characterized by v?dan? [pain], jvara? [fever], granthi? [glandular swellings]",a complication of ear piersing leading to torticolis etc
2746,2821,SS-2.3,"the disorder is characterized by many?stambha? [torticollis/stiffness of neck], apat?naka? [spasmodic contractions /convulsions of body], ?ir?graha? [stiffness of head], kar?a??la? [ear ache]",a complication of ear piersing having reddish discolouration
2747,2822,SS-3,-,complications due to inorderly suturing
2748,2823,SS-3.1,the disorder is characterized by paripu?anam [loss of skin],complications due to v?ta and rakta
2749,2824,SS-3.2,"the disorder is characterized by d?ha? [burning sensation], p?ka? [inflammation/suppuration], r?ga? [redness/congestion], v?dan? [pain]",complications due to pitta and rakta
2750,2825,SS-3.3,"the disorder is characterized by stabdhat? [stiffness], ka???? [itching]",complications due to kapha and rakta
2751,2826,SS-3.4,"the disorder is characterized by ?y?vat? [discoloration], ??pha? [oedema]",complications due to haemorrhage
2752,2827,SS-3.5,-,complications due to blood retention
2753,2828,SS-4,"the disorder is characterized by r?ga? [redness/congestion], ??pha? [oedema], arbudam [tumor], c??a? [sucking type of pain], budbudam [muscular growth resembling bubble], ??kar?k?it? [downward gaze], adhimantha? [eye disease - glacouma], ruj? [pain]",complications of improper puncturing in eye disease
2754,2829,SS-5,"the disorder is characterized by vartmam vy?vartat? [eye lids remain everted], pak?mam vimuhyati/vimuñcati [eye lashes become distorted], ruk [pain], sr?vabahulam [profuse discharge]",complications of excessive scraping in eye diseases
2755,2830,SS-6,"the disorder is characterized by ?astrakr?t?t k?at?t skanna? raktam dhruvam srav?t [eye has a thick bloody discharge from the wound produced by instrument], r?ga? [redness/congestion], ??pha? [oedema], parisr?va? [excessive discharges], timiram [errors of refraction/partial blindness], vy?dhyanirjaya? [condition does not get relieved], ?y?va? vartmam [brownish discolouration of eyelid], guru vartmam [heaviness], stabdha? vartmam [fixedness of eyelid], vartmaka??? [itching in eyelid], vartmahar?a? [flickering of eyelids], vartm?pad?ha? [sticky discharges], ud?r?a n?trap?ka [severe inflammation of eye]",complications of inadequate scraping in eye diseases
2756,2831,ST,-,complications of caustic procedures
2757,2832,ST-1,"the disorder is characterized by jvara? [fever], atis?ra? [diarrhoea], tr?? [thirst], m?ha? [confusion/delirium], m?rch? [syncope/attacks of swooning], hr?dv?dan? [precordial pain/cardiac pain], hr?d?rti? [distress in heart]",complications due to negligence in caustic procedures
2758,2833,ST-2,"the disorder is characterized by k???pagh?ta? [hair fall], ak?yupagh?ta? [impairment of vision], hr?day?pagh?ta? [affliction of heart], pu?stv?pagh?ta? [impotence/loss of sexual vigor], ?ndhyam [blindness], ????hyam [impotence], kh?lityam [baldness], p?lityam [greying of hairs], hr?day?pakarti? [cutting type of pain in cardiac region]",complications due to over internal use of caustic preparation
2759,2834,ST-3,"the disorder is characterized by d?ha? [burning sensation], r?ga? [redness/congestion], p?ka? [inflammation/suppuration], sr?va? [discharge], a?gamarda? [generalised bodyache], klama? [exhaustion without exertion], pip?s? [thirst], m?rcch? [syncope/attacks of swooning], mara?am [death], ??? [burning sensation with sweating and restlessness], ??pha? [swelling / proctitis], jvara? [fever], visarpa? [spreading cellulitis/erysipelas], ?ir?r?ga? [diseases of head], raktasr?va? [bleeding]",over cauterization due to caustic procedures
2760,2835,ST-3.1,"the disorder is characterized by vi?- r?dha?/ vi?- sa?r?dha? [obstruction of faeces], m?trar?dha?/m?trasa?r?dha? [obstruction in passage of urine], at?s?ra? [diarrhoea], pu?stv?pagh?ta? [impotence/loss of sexual vigor], gudavisara??t mr?tyu?/guda??tan?t mr?tyu? [death on fissuring/ tearing of anus], guda??pha [swelling at anus], gudat?da? [pricking type of pain], gudav?dan? [proctalgia], gudasr?va? [anal discharge], ?akr?dvidh?ra???akti? [unable to urge of defecation], m?travidh?ra???akti? [unable to hold urine], vi?-atipravr?tti? [excessive defecation], m?tr?tipravr?tti? [frequent micturition]",k??ra-atidagdha at anal region
2761,2836,ST-3.2,"the disorder is characterized by n?s?va??ataru??sthidara?am/n?s?va??adara?am [destruction of nasal cartilage], n?s?va??ataru??sthisa?k?ca?/n?s?va???ku?canam [constriction of nasal cartilage], gandh?jñ?nam/vi?ay?jñ?nam [loss of sense of smell]",k??ra-atidagdha at nasal region
2762,2837,ST-3.3,"the disorder is characterized by vartmanirbh?da? [disruption of sensory function of the eye due to puncture in the lids], indriyabhra??a? [impaired vision]",k??ra-atidagdha at periorbit
2763,2838,ST-3.4,the disorder is characterized by ?abd?jñ?na? [loss of hearing],k??ra-atidagdha at ear
2764,2839,ST-4,"the disorder is characterized by t?da? [pricking pain], ka???? [itching], j??yam [dullness/ frigidity/inactiveness], vy?dhivr?ddhi? [increase in disease characters], t?mrat? [coppery discolouration]",suboptimal application of caustic procedures
2765,2840,SU,-,complications of thermal cautery
2766,2841,SU-1,-,negligent thermal cautery
2767,2842,SU-1.1,"the disorder is characterized by m??s?valambanam/m??sapralambanam/m??salambanam [hanging of m??sa at burn site], g?travi?l??a? [loosening of body parts], atim?tra? sir?vy?p?danam/sir?n??a? [excessive injury to blood vessels/ loss of blood vessles], atim?tra? sn?yuvy?p?danam/sn?yun??a? [excessive injury to tendons/ loss of tendons], atim?tra? sandhivy?p?danam/sandhin??a? [excessive injury to joints/ loss of joints], atim?tra? asthivy?p?danam/asthin??a? [excessive injury to bones/ loss of bones], jvara? [fever], d?ha? [burning sensation], pip?s?/tr?? [thirst], m?rcch? [syncope/attacks of swooning], vra?a? cir??a r?hati/ vra?asya kr?cchr??a r?ha?am [delayed wound healing], r??havra?a? vivar?? bhavati [discloured scar of healed wound], ugraruj?/v?dan? [severe pain], dh?m?yanam/dh?panam [smoky sensation], gambh?ravra?a?/vra?ag?mbh?ryam [deep wounds], chardi? [vomiting], ???it?tipravr?tti? [heavy bleeding], ???it?tipravr?ttinimitt?padrava? [complication due to heavy blood loss viz. emaciation, tremors, convulsive movement of body etc.], m??sasa?k?ca? [contraction of m??sa], mr?tyu? [death]",complication due to over thermal cautery
2768,2843,SU-1.1.1,-,atidagdha -nose
2769,2844,SU-1.1.2,-,atidagdha -anal region
2770,2845,SU-1.1.3,"the disorder is characterized by gud?vadara?am [fissure], d?ha? [burning sensation], m?rc? [syncope/attacks of swooning], jvara? [fever], pip?s? [thirst], ???it?tipravr?ttinimitt?padrava? [complication due to heavy blood loss viz. emaciation, tremors, convulsive movement of body etc]",atidagdha -haemarrhoids
2771,2846,SU-1.2,"the disorder is characterized by sph???? [blisters], t?vra-c??a? [severe sucking type pain], t?vrad?ha? [severe burning sensation], t?vrar?ga? [severe redness], t?vrap?ka? [acute inflammation], t?vrav?dan? [severe pain], cir?dupa?ama? [delayed healing]",blister formation(second degree)/suboptimal cautery
2772,2847,SU-1.3,"the disorder is characterized by dhy?mavra?a? [bluish black colour], alpavra?a? [small wound], ka???? [itching], anilavaigu?yam [impairment of v?ta], indriy???mapras?da? [impairment of sense organs], vik?rasya a??nti? [does not get cured]",suboptimal cautery-haemorrhoids
2773,2848,SU-1.4,"the disorder is characterized by tvagvaivar?yam [dis colouration], atyartham ??? [burning sensation with sweating and restlessness], na sph??asamudbhava? [no blisters]",cautery with tuttha
2774,2849,SW (SN9Y),-,Complications faulty wound treatment disorder (TM2) ?
2775,2850,SW-1,the disorder is characterized by p?ka [inflammation/suppuration],non-bandageble wound
2776,2851,SW-2,-,complications in wound due to over eating
2777,2852,SW-3,-,complications in wound due to indigestion
2778,2853,SW-4,"the disorder is characterized by m??sacch?da? [cutting of m??sa (muscle)], atiruk [severe pain], dara?am [cracking/ fissuring of skin, m??sa], ???it?gama? [bleeding/haemorrhage]",complications in wound due to desiccant
2779,2854,SW-5,the disorder is characterized by kl?davr?ddhi? [unctuous wicks increase moistness],complications of wound due to unctuous
2780,2855,SW-6,"the disorder is characterized by ??pha? [oedema], v?dan? [pain], vra?avartm?vaghar?a?am [rubbing of borders of wound]",complications of wound due to tight bandage
2781,2859,T,-,disroders-miscellaneous
2782,2860,PAT,-,normal state
2783,2861,U,-,appropriate intervention
2784,2862,U-1,"the pattern is characterized by v?t?nul?manam [evacuation of the flatus/ proper elimination of flatus, feces, urine etc. / proper functioning of v?yu], agnid?pti? [increase in power of agni], snigdham varca? [unctuous stool], asa?hatam varca?/vi??aithilyam [soft stool], a?ga m?rdavam/ mr?dug?trat? [tenderness/ softness of the body], a?ga snigdhat? [smoothness of the body], tvak?aithilyam [laxity of skin], gl?ni? [fatigue in mind and body], a?gal?ghavam [feeling of lightness in the body], adhast?t sn?hadar?anam [appearance of sn?ha (oilyness) in feces], sn?h?dv?ga? [aversion for sn?ha], klama? [exhaustion without exertion]",optimal oleation therapy
2785,2863,U-2,"the pattern is characterized by ??t?parama?/ ??tak?aya? [recovery from cold/ chill], ??l?parama?/ ??lak?aya? [pain relief], stambhanigraham [relief in stiffness], gauravanigraham [relief in heaviness], m?rdavam [moistness/ softness of skin], agnid?pti? [increase in power of agni], tvakpras?dam [increase in skin lustre], bhakta?raddh? [inclination for food], sr?tas?? nirmalatvam [cleanliness of sr?tasa], nidr?hananam [recovery from sleepiness], tandr?hananam [recovery from lassitude], stabdhasandh?n?? ??u c???? [quick movements of stiff joints]",optimal sudation therapy
2786,2864,U-3,"the pattern is characterized by la?ghitali?g?ni [symptoms of la?ghana], v?tavisarga? [proper excretion of flatus], m?travisarga? [proper excretion of urine], pur??avisarga? [proper excretion of faeces], g?tral?ghavam [lightness of the body], hr?daya?uddhi? [feeling of purity of heart], udg?ra?uddhi? [feeling of purity of eructation], ka??ha?uddhi? [feeling of purity of throat], ?sya?uddhi? [feeling of purity of mouth], tandr?gamanam/ tandr?n??a? [disappearance of drowsiness], klamanirvr?ttti? [disappearance of exertion], sv?d?tpatti? [sweating], ruci-utpatti? [appearance of taste for food], asahya k?ut-udaya? [increased appetite], asahya pip?s?daya? [increased thirst], antar?tmani nirvyath? [not having any type of distress], vimal?ndrayat? [feeling of purity of sense organs], l?ghavam [feeling of lightness], k?uttr??sah?daya [instantaneous apperance of appetite and thirst], vy?dhim?rdavam [decrease in disease characters], uts?ha? [enthusiasm/vigour]",optimal desiccation therapy
2787,2865,U-4,"the pattern is characterized by sy?dbal? labdh? [gaining of strength], yath?ktai?rc?mayairjitai? [ailments due to afflication with pitta, alkalies and fire are overcome]",optimal antisudation therapy
2788,2866,U-5,"the pattern is characterized by v?tavisarga? [proper excretion of flatus], m?travisarga? [proper excretion of urine], pur??avisarga? [proper excretion of faeces], g?tral?ghavam [lightness of the body], hr?daya?uddhi? [feeling of purity of heart], udg?ra?uddhi? [feeling of purity of eructation], ka??ha?uddhi? [feeling of purity of throat], ?sya?uddhi? [feeling of purity of mouth], tandr?gamanam/ tandr?n??a? [disappearance of drowsiness], klamanirvr?ttti? [disappearance of exertion], sv?d?tpatti? [sweating], ruci-utpatti? [appearance of taste for food], asahya k?ut-udaya? [increased appetite], asahya pip?s?daya? [increased thirst], antar?tmani nirvyath? [not having any type of distress], vimal?ndrayat? [feeling of purity of sense organs], l?ghavam [feeling of lightness], k?uttr??sah?daya [instantaneous apperance of appetite and thirst], vy?dhim?rdavam [decrease in disease characters], uts?ha? [enthusiasm/vigour]",optimal depleting therapy
2789,2867,U-6,"the pattern is characterized by bal?palambha?/balam [strength], pu??yupalambha?/pu??i? [corpulence], k?r?yad??avivarjanam [disappearence of the defects of emaciation], ?mayasa?k?aya? [alleviation of diseases]",optimal nourishing therapy
2790,2868,U-7,"the pattern is characterized by ?rdhva? kaph?nugapittapravr?tti?/kram?t kaphapitt?nilapravr?tti?/ nirvibandhakaphapitt?nilapravr?tti?/ kaphasy?nupittapravr?tti? [pitta appears after the elimination of kapha], n?timahat? vyath?/sukhapravr?tti [easy expulsion of d??a/ not having any distress], k?r?ya? [emaciation], daurbalyam [weakness], l?ghavam/laghutvam/d?halaghutvam [body becomes light], hr?nm?rga?uddhi/hr?t-?uddhi? [feeling of cleanliness of heart/ and related channels], p?r?vam?rga?uddhi? [feeling of cleanliness of sides of chest and related channels], m?rdham?rga?uddhi?/?ira??uddhi? [feeling of cleanliness of head and related channels], indriyam?rga?uddhi? [feeling of cleanliness of sense organs and related channels], mana?pras?da? [calmness of manas (mind)/mental cheerfulness], sv?sthyam/svasthat? [healthy feeling], d?????? svayamavasth?nam [ d??ain their own site], ka??ha?uddhi? [feeling of purity of throat], kaphasa?sr?va? [secretion of mucus], buddhipras?da? [calmness of buddhi], indriyabalam [increased strength of sense organs], dh?tusthiratvam [stability of dh?tu], jvalanad?pti [increase in power of agni], vayasa? cir?t p?kam [delayed ageing]",optimal therapeutic emesis
2791,2869,U-8,"the pattern is characterized by adha? vi?pittakaph?nupravr?tti?/ kram??avi?pittakaph?nilapravr?tti? [kapha appears after the voiding of stool and pitta], k?r?ya? [emaciation], daurbalyam [weakness], l?ghavam/laghutvam [body becomes light], sr?t?vi?uddhi? [feeling of cleanliness of sr?tasa], indriyasampras?da? [calmness of sense organs], ?rj??gni? [increase in power of agni], an?mayatvam [healthy feeling], n?bhy? laghutvam [feeling of lightness in umbilical region], manasa? tu??i? [satisfaction], anul?mabh?va? [feeling of normal movement of v?yu], buddhipras?da? [calmness of buddhi], indriyabalam [increase in strength of sense organs], dh?tusthiratvam [stability of dh?tu], jvalanad?pti [increase in power of agni], vayasa? cir?t p?kam [delayed ageing]",optimal therapeutic purgation
2792,2870,U-9,-,optimal therapeutic enema
2793,2871,U-9.1,"the pattern is characterized by prasr???avi?m?trasam?ra?atvam [appropriate/ easy elimination of stool, urine, and flatus], ruci? [taste/interest], agnivr?ddhi? [promotion of power of agni], ??ayal?ghavam [lightness of ??aya/ cavities/ organs], r?g?pa??nti? [alleviation of diseases], prakr?ti? [restoration of natural health], balam [strength]",optimal decoction enema
2794,2872,U-9.2,"the pattern is characterized by sa?akr?t tailam asakta? praty?ti [return of the basti containing oil , etc with faecal matter without obstruction], rakt?disampras?da? [purity of the dh?tu elements viz .,rakta etc], buddh?ndriyasampras?da? [clarity of intellect and senses], svapn?nuvr?tti [good and continuous sleep], laghut? [feeling of lightness in the body], balam [strength], sr???av?ga? [easy elimination of feces, urine etc.], ki?cit k?la? sthita? sn?ha? nivartat? [basti remains in body for some time and later the sn?ha comes out], sapur??a? sn?ha? nivartat? [sn?ha retuns along with feces], s?nul?m?nila? sn?ha? nivartat? [sn?ha retuns along with flatus]",optimal unctuous enema
2795,2873,U-10,"the pattern is characterized by ?r?l?ghavam [lightness of chest], ?ir?l?ghavam/l?ghava? ?irasa? [lightness of head], indriy?cchyam [proper functioning of sense organs], sr?t?vi?uddhi?/sr?tas?? ?uddhi? [felling of cleanliness of sr?tasa], vy?dhinirjaya? [alleviation of diseases], cittapras?dam [feeling of well being of the mind], indriyapras?dam [feeling of well being of the sense organs], ak?ilaghut? [feeling of lightness in eyes], vaktravi?uddhi? [feeling of cleanliness of mouth], svaravi?uddhi? [feeling of clarity in voice], sukh?cchv?sa? [feeling of effortless inspiration], sukhani?v?sa? [feeling of effortless expiration], sukhak?avathu? [efflortless sneezing], sukhasvapna? [sound sleep], sukhaprab?dha? [proper awakening], ?ir?vi?uddhi? [feeling of cleanliness in head], vadanavi?uddhi? [feeling of cleanliness in mouth], indriyavi?uddhi? [feeling of cleanliness of sense organs], vy?dhyupa?ama? [alleviation of diseases]",optimal errhine therapy
2796,2874,U-11,"the pattern is characterized by l?ghava? ?irasa? [lightness in the head], sukhasvapna? [sound sleep], sukhaprab?dha? [good awakening], vik?r?pa?ama?/vy?dhyupa?ama? [alleviation of diseases], indriya?uddhi?/indriyavi?uddhi? [feeling of cleanliness of sense organs], mana?sukham [mental feeling of well being], sukh?cchv?sa? [effortless inspiration], ak?ap??avam [improved functioning of eyes/ clarity of vision], sukhani?v?sa? [effortless expiration], sukhak?avathu? [easy sneezing], ?ir?vi?uddhi? [feeling of cleanliness in head], vadanavi?uddhi? [feeling of cleanliness in mouth]",optimal unctuous errhine therapy
2797,2875,U-12,"the pattern is characterized by vy?dh?rapacaya? [alleviation of diseases], tu??i? [satisfaction], vai?adya? [cleanliness], vaktral?ghavam [lightness of the mouth], indriy???? pras?da? [feeling of well being of sense organs]",optimal therapeutic gargle
2798,2876,U-13,"the pattern is characterized by kaphap?r??syat? [feeling of mouth filled with kapha], ghr??asr?va? [nasal discharge], ak?asr?va? [eyes with tears]",optimal ga????a
2799,2877,U-14,"the pattern is characterized by sukhasvapna? [sound sleep], sukha-avab?dhatvam [blissful awakening], vai?adyam [cleanliness of eyes], var?ap??avam [discernment of individual colours], nirvr?ti? [feeling of comfort], vy?dhividhva?sa? [cure of the diseases], kriy?l?ghava? [normal functioning of the eye], prak??ak?amat? [able to tolerate light], sv?sthyam [healthy feeling], vi?adal?canam [clear eyes], laghul?canam [lightness feel in eyes]",optimal soothing collyrium
2800,2878,U-15,"the pattern is characterized by prasannavar??k?i? [pleasing color of eyes], vi?ad?k?i? [clearness of eyes], v?t?tapasah?k?i? [capability of eyes to tolerate wind and sunlight], laghu-ak?i? [lightness of eyes], sukhasvapn?vab?dhi-ak?i? [sound sleep and blissful waking up]",optimal pu?ap?ka application
2801,2879,U-16,"the pattern is characterized by mal?pavartanam [medicine dropped into eye enters channels of ak?i sandhi, head,nose, mouth and brings up waste and eliminates through eyes]",optimal therapeutic eyewash
2802,2880,U-17,"the pattern is characterized by vi?ada? n?tram [cleanliness of eyes], laghu n?tram [lightness of eyes], an?sr?vi n?tram [free from discharges], kriy?pa?u n?tram [well functioning], sunirmala? n?tram [shining], sa???nt?padrava? n?tram [free from complications]",optimal scrapping collyrium
2803,2881,U-18,"the pattern is characterized by sn?h?p?t?k?i? [lubrication of eyes], var??p?t?k?i? [gaining of normal colour of eyes], bal?p?t?k?i? [good power of movements and vision of eyes], prasann?k?i? [pleasing eyes], d??avarjit?k?i? [free from d??a], nirvr?t?k?i? [feels comfortable]",optimal soothing collyrium
2804,2882,U-19,"the pattern is characterized by prasann?ndriya? [feeling of pleasing state of sense organs], prasanna-v?k [pleasing voice], prasanna-mana? [pleasing state of mana?/ mind], dr??hak??a? [fixed, firm hair], dr??hadvija? [fixed, firm teeth], dr??ha?ma?ru? [fixed, firm mustache], sugandhi-?nana? [pleasant breath of mouth], vi?ad?nana? [clear and cleanliness of mouth]",optimal therapeutic smoking
2805,2883,U-20,"the pattern is characterized by l?ghavam [feeling of lightness], v?dan???nti? [alleviation of pain], rvy?dh?rv?gaparik?aya? [diminution of intensity of the disease], mana? pras?da? [calmness of manas (mind)/mental cheerfulness]",optimal bloodletting
2806,2884,U-21,-,optimal leeching
2807,2885,U-22,"the pattern is characterized by anavag??ham [burn is not very deep], t?lavarm [colour of palm fruit], susa?sthim [morphology of tissue maintained], p?rvalak?a?ayukta? [morphology is maintained in addition to the foregoing symptoms and signs of]",optimal thermal cautery
2808,2886,U-23,"the pattern is characterized by vik?r?pa?ama? [disease gets relieved], l?ghavam [feeling of lightness], an?sr?va? [cessasion of discharge]",optimal therapeutic causting
