Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Name English,Long_definition,Reference
1670,1670,YD9,Paranākanañcu,பரநாகன் நஞ்சு,The severity of the poisonous effect caused due to the bite of paranagam,"It is characterized by highly poison, causes mental delusion and chest pain due to the severity of the poisonous effect of the bite of paranagam. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and seneer gets","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1671,1671,YD10,Kalneñcaṉ Nākanañcu,கல்நெஞ்சன் நஞ்சு,The severity of the poisonous effect caused due to the bite of kalnenchan,"It is characterized by highly poison, causes mental delusion and chest pain due to the severity of the poisonous effect of the bite of kalnenchan. . It is explained by increased Aẕal which affects vali. Among the the seven udal thathukkal Cāram and Cennīr","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1672,1672,YD11,Ūmai Nākanañcu,ஊமை நாகநஞ்சு,The severity of the poisonous effect caused due to the bite of umai,"It is characterized by highly poison, causes mental delusion and chest pain due to the severity of the poisonous effect of the bite of umai. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr gets affect","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1673,1673,YD12,Kaṇṇeriyaṉ Nākanañcu,கண்ணெரியன் நாகநஞ்சு,The severity of the poisonous effect caused due to the kanneriyan,"It is characterized by highly poison, causes mental delusion and chest pain due to the severity of the poisonous effect of the kanneriyan bite. It is explained by increased Aẕal which affects vali. Among the the seven udal thathukkal Cāram and Cennīr get","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1674,1674,YD13,Paccaippāmpu Nañcu,பச்சைப்பாம்பு நஞ்சு,The severity of the poisonous effect caused due to the bite of green whipe snake,It is characterized by swelling in the body due to the severity of the poisonous effect caused due to the bite of green whipe snake. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram and Cennīr gets affected,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1675,1675,YD14,Cuvaṭu Nākanañcu,சுவடு நாகநஞ்சு,The severity of the poisonous effect caused due to the bite of suvadu snake,It is characterized by swelling in the body due to the severity of the poisonous effect of the suvadu snake bite . It is explained by increased Aẕal. Among the seven udal thathukkal Cāram and Cennīr gets affected,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1676,1676,YD15,Maṇṇuḷippāmpu Nañcu,மண்ணுளிப்பாம்பு நஞ்சு,The severity of the poisonous effect caused due to the bite of earth snake,It is characterized by generalized erythematous patches with swelling and pruritis due to the severity of the poisonous effect of the earth snake bite. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram and Cennīr gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1677,1677,YD16,Puṭaiyaṉ Pāmpu Nañcu,புடையன் பாம்பு நஞ்சு,The severity of the poisonous effect caused due to the bite of beaver snake,"It is characterized by throbbing pain in the joints, head and body due to the severity of the poisonous effect of the beaver snake bite. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1678,1678,YD17,Elikkaṭi Nañcu,எலிக்கடி நஞ்சு,Poisonous effect of rat bite,"It is characterized by rigor, hyper pyrexia, intermittent fever, dizziness, heaviness of head, arthritis, wheezing, dyspnea, weariness due to the poisonous effect of rat bite. It is explained by increased Aẕal which affects vali. Among the seven udal that","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
1679,1679,YD18,Ceyyāṉkaṭi Nañcu,செய்யான்கடி நஞ்சு,Poisonous effect of centipede(seyyaan),"It is characterized by swelling, irritation, fever, discolouration, redness of the eye and generalized body pain due to the poisonous effect of the centipede forcipules. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:171"
1680,1680,YD19,Pūrāṉkaṭi Nañcu,பூரான்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of pooran,It is characterized by Urticaria all over the body like the colour of pooran due to the severity of the poisonous effect of a kind of centipede bite. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr g,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:172"
1681,1681,YD20,Cilantikaṭi Nañcu,சிலந்திக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of spider,"It is characterized by mild itching occurs without any change of the colour at bite site, macular and vesicular changes occurs associated with itching, the bitten spot becomes swollen and reddish. Fever and goose flesh with purpuria are manifested, swelli","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:172"
1682,1682,YD21,Āṟukāl Pūccikkaṭi Nañcu,ஆறுகால் பூச்சிக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of six legged insect,It is characterized by urticarial effect due to the severity of the poisonous effect of six legged insect bitre. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:172"
1683,1683,YD22,Pulimukappūccikkaṭi Nañcu,புலிமுகப்பூச்சிக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of tiger faced insect,It is characterized by gripping sharp pain just like the sting of scorpion due to the severity of the poisonous effect of tiger faced insect bite. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr gets,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:172"
1684,1684,YD23,Paccōntikkaṭi Nañcu,பச்சோந்திகடி நஞ்சு,The severity of the poisonous effect caused due to the bite of chameleon,It is characterized by swelling occurs around the bite site of chameleon. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:173"
1685,1685,YD24,Ōṇāṉ Kaṭi Nañcu,ஓணான் கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of garden lizard,"It is characterized by mŪṉ shaped ulcer seen at the bite area, pain, swelling, itching, pricking pain and lassitude occur due to severity of the poisonous effect of garden lizard bite. It is explained by increased Aẕal which affects vali. Among the seven","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:117"
1686,1686,YD25,Tavaḷaikkaṭinañcu,தவளைக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of frog,"It is characterized by itching, drowsiness and syncope besides spreading of eczema due to the severity of the poisonous effect of frog bite. It is explained by increased Aẕal which affects aiyam. Among the seven udal thathukkal Cāram and Cennīr gets affec","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:118"
1687,1687,YD26,Ìkkaṭi Nañcu,ஈக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of flies,It is characterized by thickening of skin associated with burning sensation and itching due to the severity of the poisonous effect of flies bite. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr gets,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:118"
1688,1688,YD27,Pallikkaṭi Nañcu,பல்லிக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of lizard,"It is characterized by pain, sweating, swelling, burning sensation, chest congestion due to the severity of the poisonous effect of lizard bite. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr gets a","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:119"
1689,1689,YD28,Kāṭṭukkocukkaṭi Nañcu,காட்டுக்கொசுக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of wild mosquito,"It is characterized by swelling, itching, burning sensation pain and continuous serous discharge from the ulcer due to the severity of the poisonous effect of forest mosquito bite. It is explained by increased Aẕal which affects vali. Among the seven udal","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:119"
1690,1690,YD29,Kuḷavikkaṭinañcu,குளவிக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of wasps sting bite,"It is characterized by swelling, itching, burning sensation pain and continuous serous discharge from the ulcer due to the severity of the poisonous effect of wasps sting. It is explained by increased Aẕal which affects vali. Among the seven udal thathuk","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:119"
1691,1691,YD30,Vaṇṭukkaṭi Nañcu,வண்டுக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of beetles sting bite,"It is characterized by swelling, itching pain, urticarial and frothy diarrhea due to the severity of the poisonous effect of beetles sting. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr gets affect","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:120"
1692,1692,YD31,Aṭṭaikkaṭi Nañcu,அட்டைக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of leech bite,"It is characterized by itching, swelling on the bitten spot followed by fever and syncope due to the severity of the poisonous effect of leech bite. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr ge","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:121"
1693,1693,YD32,Kampaḷippūccikkaṭi Nañcu,கம்பளிப்பூச்சிக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of cater pillar,"It is characterized by swelling, abscess, pricking pain, fever, vomiting, pain in the bite spot due to severity of the poisonous effect of cater pillar bite. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:121"
1694,1694,YD33,Tēḷkaṭi Nañcu,தேள்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of scorpion sting,"It is characterized by inflammation, sweating, redness, burning sensation, throbbing pain, twitching pain and extreme pain due to the severity of the poisonous effect of scorpion sting. It is explained by increased Aẕal which affects vali. Among the seven","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:123"
1695,1695,YD34,Mīṉkaṭi Nañcu,மீன்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of fish bite,"It is characterized by fish bits, inflammation, swelling and pain may occur in the bitten spot due to the severity of the poisonous effect of fish bite. It is explained by increased Aẕal which affects vali. Among the seven udal thathukkal Cāram and Cennīr","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:123"
1696,1696,YD35,Cīva Veṟinañcu,சீவ வெறி நஞ்சு,Infection caused by the bite of rabid animals,"It is charecterised by increased inflammation and infection due to the bite of naai, nari, pasu, erumai, panri and human. It is divided into two 1.seyarkkai and 2. iyarkkai. It is explained by increased Aẕal affecting vali and iyam. Among the seven udal t","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:126 - 130"
1697,1697,YD36,Kuraṅkukkaṭi Nañcu,குரங்குக்கடி நஞ்சு,The severity of the symptoms caused by monkey bite,"It is characterized by stretched limbs with spasmodic tremor, staring the sky, mannerism like monkey, dancing, singing, leaping, jumping and outcry, fever due to the severity of the symptoms caused by monkey bite. It is explained by increased Aẕal which","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 131"
1698,1698,YD37,Pūṉaikkaṭi Nañcu,பூனைக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite cat,"It is characterized by wheezing, dyspnea, syncope, phlegm the chest, hyperpyrexia, mewing like a cat, hissing due to the severity of the poisonous effect of cat bite. It is explained by increased Aẕal which affects aiyam. Among the seven udal thathukkal C","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 131"
1699,1699,YD38,Puṉukuppūṉaikkaṭi Nañcu,புனுகுப்பூனைக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of civet cat,"It is characterized by wheezing, dyspnea, syncope, phlegm the chest, hyperpyrexia, mewing like a cat, hissing due to the severity of the poisonous effect of civet cat bite. It is explained by increased Aẕal which affects iyam. Among the seven udal thathuk","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
1700,1700,YD39,Paṉṟikkaṭi Nañcu,பன்றிக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of pig,"It is charecterized by diminution of sight, appetite, thirst, disturbed sleep, dryness of mouth due to the severity of the poisonous effect of pig bite. It is explained by increased Aẕal affecting the vali. Among the seven udal thathukkal Cāram gets affec","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
1701,1701,YD40,Narikkaṭi Nañcu,நரிக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of fox,"It is charecterized by dryness of mouth, increased body heat loss of sweat due to the severity of the poisonous effect of fox bite. It is explained by increased Aẕal affecting the vali. Among the seven udal thathukkal Cāram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
1702,1702,YD41,Mutalaikkaṭi Nañcu,முதலைக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of crocodile,It is charecterized by the inflammation at the site of crocodile bite. It is explained by increased Aẕal and then affecting vali. Among the seven udal thathukkal upto Cennīr gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
1703,1703,YD42,Nāykkaṭi Nañcu,நாய்க்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of dog,"It is charecterized by drippling of saliva, increased sweat, change in the voice due to the severity of the poisonous effect of dog bite. It is explained by incresed Aẕal affecting iyam and vali. Among the seven udal thathukkal Cāram and Cennīr gets affec","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
1704,1704,YD43,Kutiraikkaṭi Nañcu,குதிரைக்கடி நஞ்சு,The severity of the poisonous effect caused due to the bite of horse,"It is characterized by intense pain, cramps and unconsciousness, both limbs remain stiff and rigid, body pain, grinning like horse, excessive sweating in neck and head, strange hallucination as if the horse is on his back and shoulder, neighing like horse","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
1705,1705,YE,Iṭumaruntu Nañcu,இடுமருந்து நஞ்சு,The poisonous effects of the philter which is given to a particular person,"It is characterized by paleness of face, cough, wheezing, emaciation due to the poisonous effects of the philter which is given to a particular person. It is explained by increased Aẕal which affects aiyam. Among the seven udal thathukkal Cāram and Cennī","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:126 - 134"
1706,1706,YE1,Iṭumaruntu Nañcu,இடுமருந்து நஞ்சு,The poisonous effects of the philter which is given to a particular person,"It is characterized by paleness of face, cough, wheezing, emaciation due to the poisonous effects of the philter which is given to a particular person. It is explained by increased Aẕal which affects aiyam. Among the seven udal thathukkal Cāram and Cennī","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:126 - 134"
1707,1707,YF,Tāvara Nañcu,தாவர நஞ்சு,plant poisons,,
1708,1708,YF1,Uḷuntu Nañcu,உளுந்து நஞ்சு,Toxic symptoms of black gram consumed in excess quantity,"It is characterized by indigestion, loss of appetite, abdominal pain colic, retrosternal burning and diarrhea or constipation due to toxic symptoms of black gram consumed in excess quantity. It is explained by increased vali. Among the seven udal thathukk","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 46"
1709,1709,YF2,Kaṭalai Nañcu,கடலை நஞ்சு,Toxic symptoms of bengal gram consumed in excess quantity,"It is characterized by flatulence, increases secretion of acid, anal constriction, indigestion, distended abdomen, diarrhoea due to toxic symptoms of bengal gram consumed in excess quantity. It is explained by increased vali. Among the seven udal thathukk","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 46"
1710,1710,YF3,Tuvarai Nañcu,துவரை நஞ்சு,Toxic symptoms of red gram consumed in excess quantity,"It is characterized by flatulence, increases secretion of acid, anal constriction, indigestion, distended abdomen, diarrhoea due to toxic symptoms of red gram consumed in excess quantity. It is explained by increased vali. Among the seven udal thathukkal","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 46"
1711,1711,YF4,Moccai Nañcu,மொச்சை நஞ்சு,Toxic symptoms of indian gram consumed in excess quantity,"It is characterized by flatulence, increases secretion of acid, anal constriction, indigestion, distended abdomen, diarrhoea due to the toxic symptoms of indian gram consumed in excess quantity. It is explained by increased vali. Among the seven udal that","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 47"
1712,1712,YF5,Ney Nañcu,நெய் நஞ்சு,Toxic symptoms of ghee consumed in excess quantity,"It is characterized by indigestion, flatulence, dyspepsia and enlargement of liver will occur due to the toxic symptoms of ghee consumed in excess quantity. It is explained by increased vali and affect Aẕal. Among the seven udal thathukkal Cāram gets affe","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 46"
1713,1713,YF6,Ney Tēṉ Nañcu,நெய் தேன் நஞ்சு,Toxic symptoms of ghee and honey consumed in excess quantity,"It is characterized by abdominal pain and vomiting, body heat, decreased urination and ptyalorrhoea, diarrhea due to the toxic symptoms of ghee and honey consumed in excess quantity. It is explained by increased vali. Among the seven udal thathukkal Cāram","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 47"
1714,1714,YF7,Vērkkaṭalai Nañcu,வேர்க்கடலை நஞ்சு,Toxic symptoms of groundnut when consumed in excess quantity,"It is characterized by vomiting, giddiness, excessive salivation, increased thirst due to the toxic symptoms of groundnut consumed in excess quantity. It is explained by increased Aẕal that affects vali. Among the seven udal thathukkal Cāram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 47"
1715,1715,YF8,Tēṅkāy Nañcu,தேங்காய் நஞ்சு,Toxic effects of coconut when consumed excessively,"It is characterized by vomiting, diarrhoea, altered taste, increased thirst and giddiness due to the toxic effects of coconut consumed in excessively. It is explained by increased vali and Aẕal. Among the seven udal thathukkal Cāram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 47"
1716,1716,YF9,Kōẕimuṭṭai Nañcu,கோழிமுட்டை நஞ்சு,Toxic effects of hens egg or over boiled egg when consumed excessively,"It is characterized by loss of appetite, eructation and indigestion due to hyperacidity occur caused by toxic effects of hens egg or over boiled egg when consumed excessively. It is explained by increased Aẕal that affects vali. Among the seven udal that","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
1717,1717,YF10,Vāẕaippaẕa Nañcu,வாழைப்பழ நஞ்சு,Toxic effects of banana when consumed excessively,"It is characterized by loss of appetite abdomen with flatulence, colic and defecation with a sense of heat occur due to the toxic effects of banana when consumed excessively. It is explained by increased vali. Among the seven udal thathukkal Cāram gets a","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
1718,1718,YF11,Palāppaẕa Nañcu,பலாப்பழ நஞ்சு,Toxic effects of jackfruit when consumed excessively,"It is characterized by indigestion and loss of appetite, eructation with the odour of the jack fruit occur, excessive phlegm, giddiness and a pungent taste due to the toxic effects of jackfruit when consumed excessively. It is explained by increased vali","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
1719,1719,YF12,Pālāṭai Nañcu,பாலாடை நஞ்சு,Toxic effects of cheese when consumed excessively,"It is characterized by loss of appetite, diarrhea, vomiting, distension of abdomen with flatulence and pain in the abdomen due to the toxic effects of cheese when consumed excessively. Among the is explained by increased vali affecting the Aẕal. In seven","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
1720,1720,YF13,Ilavampiciṉ Nañcu,இலவம்பிசின் நஞ்சு,Toxic effects of gum of bombax malabaricum when consumed excessively,"It is characterized by constipation, excessive sense of heat, distension of abdomen and oliguria due to the toxic effects of gum of bombax malabaricum when consumed excessively. It is explained by increased vali. Among the seven udal thathukkal Cāram gets","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
1721,1721,YF14,Kuṉṟimaṇi Nañcu,குன்றிமணி நஞ்சு,Clinical features of toxic effects of abrus precatorius,"It is characterized by vomiting, unconsciousness, abdominal colic, bodyache with allergy, burning sensation in the stomach, loss of appetite, diarrhea and death due to the toxic effects of abrus precatorius. It is explained by increased Aẕal that affects","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 49"
1722,1722,YF15,Ūṉāṅkiẕaṅku Nañcu,ஊணான்கிழங்கு நஞ்சு,Clinical features of toxic effects of ipomea staphylina(unan kizhang),"It is characterized by vomiting, flatulence with distended abdomen, impaired mental function, diarrhea and fever due to the toxic effects of Ipomea staphylina It is explained by increased vali. Among the seven udal thathukkal Cāram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 49"
1723,1723,YF16,Nāvalkoṭṭai Nañcu,நாவல்கொட்டை நஞ்சு,Clinical features of toxic effects of seed of eugenia jambolana(naval kottai),"It is characterized by chest pain gripping pain in the abdomen, strangury and constipation due to the toxic effects of seed of Eugenia jambolana. It is explained by increased vali that affects Aẕal. Among the seven udal thathukkal Cāram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 49"
1724,1724,YF17,Kalappaikkiẕaṅku Nañcu,கலப்பைக்கிழங்கு நஞ்சு,Clinical features of toxic effects of tuber of gloriosa superba,"It is characterized by vomiting, conjunctivitis, increase of taste, giddiness and burning sensation in the eyes due to the toxic effects of tuber of Gloriosa superba. It is explained by increased Aẕal. Among the seven udal thathukkal Cāram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 49"
1725,1725,YF18,Miḷakāy Nañcu,மிளகாய் நஞ்சு,Clinical features of toxic effects of capsicm annum(chillies),"It is characterized by excessive lacrimation, inflammation of the mouth, throat and stomach, excretion of faecal matter with heat, conjunctivitis dysentery, abdominal pain. inflammation of the mouth, throat and stomach clinical features of toxic effects","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 50"
1726,1726,YF19,Civaṉārkkiẕaṅku Nañcu,சிவனார்க்கிழங்கு நஞ்சு,Clinical features of toxic effects of tuber of aristalochia indica,"It is characterized by vomiting, oliguria, unconsciousness, distension of abdomen, diarrhoea and lassitude due to clinical features of toxic effects of tuber of Aristalochia indica. It is explained by increased vali. Among seven udal thathukkal saram ge","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 50"
1727,1727,YF20,Makiẕam Nañcu,மகிழம் நஞ்சு,Toxic effects of consumption of tender fruit of mimusops elangi,"It is characterized by vomiting, dryness of the tongue, inflammation of the uvula, constipation and increased thirst due to toxic effects of consumption of tender fruit of Mimusops elangi. It is explained by increased vali. Among seven udal thathukkal sa","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 50"
1728,1728,YF21,Cōṟu Nañcu,சோறு நஞ்சு,Poisonous effect of consumption of excess or spoiled old boiled rice,"It is characterized by diarrhoea, flatulence with distended abdomen, belching due to hyper acidity, retrosternal burning sensation, indigestion, regurgitation and fever due to Poisonous effect of consumption of excess or spoiled old boiled rice. It is ex","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 51"
1729,1729,YF22,Marutōṉṟiyum Eṇṇeyum Cērnta Nañcu,மருதோன்றியும் எண்ணெயும் சேர்ந்த நஞ்சு,Toxic effect of consumption of lawsonia alba mixed with oil,"It is characterized by vomiting, dryness of the tongue and throat and loss of appetite due to toxic effect of consumption of Lawsonia alba mixed with oil. It is explained by increased vali. Among seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 51"
1730,1730,YF23,Nuṅku Nañcu,நுங்கு நஞ்சு,Toxic effects of consumption of palmyra tender fruit,"It is characterized by frequent diarrhea, indigestion, flatulence with distended abdomen, abdominal pain and loss of appetite due to toxic effects of consumption of Palmyra tender fruit. It is explained by increased vali. Among seven udal thathukkal sara","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 51"
