Sr No.,NUMC_ID,NUMC_CODE,Arabic_term,NAMC_TERM,Name English,Long_definition
2171,2172,C-32.2,بواسير انف بلغمی,Bawāsīr-i-Anf Balghamī,phlegmatic nasal polyps,"A condition of abnormal growth projecting from the lining of nasal passage caused by the accumulation of phlegm. This condition is characterised by presence of whitish, soft and painless growth projecting from the lining of nasal passage without exudation."
2172,2173,C-32.3,بواسير انف سوداوی,Bawāsīr-i-Anf Sawdāwī,melancholic nasal polyps,A condition of abnormal growth projecting from the lining of nasal passage caused by the accumulation of black bile. This condition is characterised by presence of dark coloured hard growth projecting from the lining of nasal passage.
2173,2174,C-32.4,اربيان الانف,Urbiyān al-Anf,shrimp shaped nasal growth,"A condition of shrimp shaped growth projecting from the lining of nasal passage . This condition is characterised by presence of soft and large size abnormal growth in the nasal passage with prominent surrounding vessels, which develops into exuding ulcer at later stage."
2174,2175,C-42.1,ورم زبان دموی,Waram-i-Zabān Damawī,sanguineous glossitis,"A condition of inflammation of tongue due to accumulation of sanguine on it. This condition is characterised by swollen tongue, severe pain with pulsation and excessive salivation."
2175,2176,C-42.2,ورم زبان صفراوی,Waram-i-Zabān Ṣafrāwī,bilious glossitis,"A condition of inflammation of tongue due to accumulation of yellow bile on it. This condition is characterised by swollen tongue, severe pain with burning sensation and dry tongue."
2176,2177,C-42.3,ورم زبان بلغمی,Waram-i-Zabān Balghamī,phlegmatic glossitis,"A condition of inflammation of tongue due to accumulation of phlegm on it. This condition is characterised by swollen tongue, mild pain and excessive salivation."
2177,2178,C-42.4,ورم زبان سوداوی,Waram-i-Zabān Sawdāwī,melancholic glossitis,"A condition of inflammation of tongue due to accumulation of black bile on it. This condition is characterised by swollen tongue, pain and hard and dry tongue."
2178,2179,C-63.1,ورم لب دموی,Waram-i-Lab Damawī,sanguineous cheilitis,A condition of inflammation of lips caused by accumulation and predominance of sanguine. This condition is characterised by increased redness of lips along with other features of inflammation.
2179,2180,C-63.2,ورم لب صفراوی,Waram-i-Lab Ṣafrāwī,bilious cheilitis,A condition of inflammation of lips caused by accumulation and predominance of yellow bile. This condition is characterised by  yellowish red lip along with itching and burning sensation.
2180,2181,C-63.3,ورم لب بلغمی,Waram-i-Lab Balghamī,phlegmatic cheilitis,"A condition of inflammation of lips caused by accumulation and predominance of phlegm. This condition is characterised by  whitish, cold and soft lip along with mild pain."
2181,2182,C-63.4,ورم لب سوداوی,Waram-i-Lab Sawdāwī,melancholic cheilitis,A condition of inflammation of lips caused by accumulation and predominance of black bile. This condition is characterised by hard and bluish lip along with pain.
2182,2183,C-63.5,تشقق شدقین,Tashaqquq-i-Shidqayn,angular cheilitis,A condition breakdown of skin of lips and whitish or greenish discoloration of the corners of mouth.
2183,2184,C-97.3,خناق دموی,Khunāq Damawī,Sangineous inflammation of the muscles of larynx,"A condition of inflammation of the muscles of larynx due to involvement of sanguine. This condition is  characterised by fever, severe pain in throat with pulsation, severe difficulty in breathing, prominent vessels of neck and head, redness of face, eyes and tongue and sweet taste"
2184,2185,C-97.4,خناق صفراوی,Khunāq Ṣafrāwī,Bilious inflammation of the muscles of larynx,"A condition of inflammation of the muscles of larynx due to involvement of yellow bile. This condition is  characterised by fever, severe piercing pain in throat with burning sensation, yellowish discoloration of tongue, bitter taste, intense thirst, dryness of mouth, restlessness and sleeplessness"
2185,2186,C-97.5,خناق بلغمی,Khunāq Balghamī,Phlegmatic inflammation of the muscles of larynx,"A condition of inflammation of the muscles of larynx due to involvement of phlegm. This condition is  characterised bymoderate pain, tightness in throat, whitish tongue, salty or sour taste and puffiness of eyelids and face"
2186,2187,C-97.6,خناق سوداوی,Khunāq Sawdāwī,Melancholic inflammation of the muscles of larynx,"A condition of inflammation of the muscles of larynx due to involvement of black bile. This condition is  characterised by distension in the affected area, dryness of palate and tongue and blackish discoloration of swollen area and face"
2187,2188,C-97.7,خناق مطلق,Khunāq Muṭlaq,inflammation of external laryngeal muscles,A condition of inflammation of external laryngeal muscles. This condition is characterised by difficulty in breathing and swallowing.
2188,2189,C-101.6,ورم لہات عمودی,Waram-i-Lahāt ‘Amūdī,inflammation of the whole uvula,A condition of inflammation of whole uvula
2189,2190,C-101.7,ورم لہات عنبی,Waram-i-Lahāt ‘Inabī,inflammation of tip of uvula,A condition of inflammation of tip of uvula
2190,2191,C-101.8,ورم لہات اصلی,Waram-i-Lahāt Aṣlī,inflammation of root of uvula,A condition of inflammation of base of uvula
2191,2192,C-130,خنان,Khunān,hypernasal speech,A condition of hypernasal voice leading to nasal twang .
2192,2193,D-6.8,ربو بارد,Rabw Bārid,shortness of breath due to increased coldness of lungs,A condition of  shortness of breath due to exposure to cold environment and intake of things of cold temperament . This condition is characterised  by dyspnoea and dry cough.
2193,2194,D-6.9,بھر,Buhr,severe shortness of breath,A condition of severe shortness of breath.
2194,2195,D-14.4,ذات الرئة دموی,Dhāt al-Ri’a Damawī,Sangineous pneumonia,"A condition of inflammation of lungs due to predominance of sanguine. This condition is characterised by  severe dyspnoea, cough, redness of tongue, eyes and cheeks, throbbing pain of chest, drowsiness and stickiness in mouth."
2195,2196,D-14.5,ذات الرئة صفراوی,Dhāt al-Ri’a Ṣafrāwī,Bilious pneumonia,"A condition of inflammation of lungs due to predominance of yellow bile. This condition is characterised by moderate dyspnoea, dry cough, fever, intense thirst, dryness of tongue, feeling of heat in the chest and yellowish colour of urine."
2196,2197,D-14.6,ذات الرئة بلغمی,Dhāt al-Ri’a Balghamī,Phlegmatic pneumonia,"A condition of inflammation of lungs due to predominance of black bile. This condition is characterised by dyspnoea, cough, heaviness in the chest and excessive salivation."
2197,2198,D-17.6,ذات الجنب خالص,Dhāt al-Janb Khāliṣ,pleurisy,"A condition of pain of side of chest due to inflammation of internal muscles of chest, pleurae or diaphragm. This condition is characterised by fever, dry cough in the initial stages, breathlessness and pain."
2198,2199,D-17.7,ذات الجنب خالص دموی,Dhāt al-Janb Khāliṣ Damawī,sanguineous pleurisy,"A condition of pain of side of chest due to sanguineous inflammation of internal muscles of chest, pleurae or diaphragm. This condition is characterised by continuous high grade fever, pain of side of chest with burning sensation, cough with reddish sputum, severe breathlessness, etc."
2199,2200,D-17.8,ذات الجنب خالص صفراوی,Dhāt al-Janb Khāliṣ Ṣafrāwī,bilious pleurisy,"A condition of pain of side of chest due to bilious inflammation of internal muscles of chest, pleurae or diaphragm. This condition is characterised by  severe pain of side of chest with intense burning sensation, high grade fever, cough with yellowish sputum, intense thirst, delirium, etc."
2200,2201,D-17.9,ذات الجنب خالص بلغمی,Dhāt al-Janb Khāliṣ Balghamī,phlegmatic pleurisy,"A condition of pain of side of chest due to phlegmatic inflammation of internal muscles of chest, pleurae or diaphragm. This condition is characterised by mild fever, pain of side of chest with heaviness, headache, continuous lacrimation, cough with whitish sputum, puffiness of face, etc."
2201,2202,D-17.10,ذات الجنب خالص سوداوی,Dhāt al-Janb Khāliṣ Sawdāwī,melancholic pleurisy,"A condition of pain of side of chest due to phlegmatic inflammation of internal muscles of chest, pleurae or diaphragm. This condition is characterised by pain of side of chest, dry cough in initial stages and blackish expectoration in later stages, fever, blackish discoloration of face, dryness of mouth, roughness of tongue, etc."
2202,2203,D-17.11,ذات الجنب غير خالص,Dhāt al-Janb Ghayr Khāliṣ,false pleurisy,A condition of pain of side of chest due to  inflammation of external muscles of chest with or without involvement of skin. This condition is characterised by  cough without expectoration and pain on touching the affected area
2203,2204,E-0,امراض قلب,Amrāḍ-i-Qalb,diseases of heart,diseases of heart
2204,2205,E-2.8,خفقان دموی,Khafaqān Damawī,sanguineous palpitation,"A condition of palpitation due to predominance of sanguine on  heart. This condition is characterised by swift and large pulse, distended vessels, lethargy, etc."
2205,2206,E-2.9,خفقان صفراوی,Khafaqān Ṣafrāwī,bilious palpitation,"A condition of palpitation due to due to predominance of yellow bile on  heart. This condition is characterised by rapid and hard pulse, restlessness, sleeplessness, intense thirst, bitterness and dryness of mouth and yellowish discoloration of the face."
2206,2207,E-2.10,خفقان بلغمی,Khafaqān Balghamī,phlegmatic palpitation,"A condition of palpitation due to due to predominance of phlegm on  heart. This condition is characterised by fear, sinking feeling, breathlessness, soft pulse and whitish urine."
2207,2208,E-2.11,خفقان سوداوی,Khafaqān Sawdāwī,melancholic palpitation,"A condition of palpitation due to  due to predominance of black bile on  heart. This condition is characterised by grief and sorrow, restlessness, altered thoughts and hallucinations."
2208,2209,F-5.1,ورم مری حار,Waram-i-Marī Ḥārr,Acute oesophagitis,"A condition of acute inflammation of the oesophagus due to involvement of sanguine or yellow bile This condition is characterised by interscapular pain especially during swallowing, high grade fever and intense thirst ."
2209,2210,F-5.2,ورم مری بارد,Waram-i-Marī Bārid,Chronic oesophagitis,A condition of chronic inflammation of the oesophagus due to involvement of phlegm. This condition is characterised by interscapular pain and heaviness without fever and thirst.
2210,2211,F-6.1,سوء مزاج معد ہ ساذج,Sū’-i-Mizāj-i-Mi‘da Sādhij,Simple temperamental derangement of stomach,"A condition of derangement of temperament of stomach  characterised by pain without heaviness of the stomach, transparent urine of thin consistency, etc."
2211,2212,F-6.2,سوء مزاج معد ہ مادّی,Sū’-i-Mizāj-i-Mi‘da Māddī,Temperamental derangement of stomach involving matter,"A condition of derangement of temperament of stomach  characterised by pain and heaviness in the stomach, translucent urine of thick consistency, etc."
2212,2213,F-13.2,ہیضہ صفراوی,Hayḍa Ṣafrāwī,bilious diarrohoea with vomiting,"A condition of severe vomiting and purgation due to predominance of yellow bile. This condition is characterised by expulsion of bilious material through vomiting and diarrhoea, intense thirst, restlessness."
2213,2214,F-13.3,ہیضہ بلغمی,Hayḍa Balghamī,phlegmatic diarrohoea with vomiting,"A condition of severe vomiting and purgation due to predominance of phlegm. This condition is characterised by expulsion of phlegmatic material through vomiting and diarrhoea, sour taste in the mouth, excessive salivation, lack of thirst ."
2214,2215,F-13.4,ہیضہ سوداوی,Hayḍa Sawdāwī,melancholic diarrohoea with vomiting,"A condition of severe vomiting and purgation due to predominance of black bile. This condition is characterised by expulsion of melancholic material through vomiting and diarrhoea, mild vomiting, severe diarrhoea, flatulence, sour belching, etc."
2215,2216,F-31.5,قيء صفراوی,Qay’ Ṣafrāwī,bilious vomiting,A condition of expulsion of bilious material through vomiting. This condition is characterised by thirst and bitter taste.
2216,2217,F-31.6,قيء بلغمی,Qay’ Balghamī,phlegmatic vomiting,"A condition of expulsion of phlegmatic material through vomiting. This condition is characterised by decreased thirst and sour, salty or sweet taste , borborygmi and increased salivation."
2217,2218,F-31.7,قيء سوداوی,Qay’ Sawdāwī,melancholic vomiting,"A condition of expulsion of black bile through vomiting. This condition is characterised by absence of thirst, sour taste  and flatulence."
2218,2219,F-38.2,فواق حار,Fuwāq Ḥārr,hiccough due to predominance of heat in the stomach,A condition of hiccough  accompanied by intense thirst and inclination to eat dietary substances of cold temperament .
2219,2220,F-38.3,فواق بارد,Fuwāq Bārid,hiccough due to predominance of coldness in the stomach,"A condition of hiccough  accompanied by decreased thirst, inclination to eat dietary substances of hot temperament and delayed digestion."
2220,2221,F-38.4,فواق صفراوی,Fuwāq Ṣafrāwī,hiccough due to predominance of yellow bile in stomach,A condition of hiccough  accompanied by bitter taste and bilious vomiting.
2221,2222,F-38.5,فواق سوداوی,Fuwāq Sawdāwī,hiccough due to predominance of black bile in stomach,"A condition of hiccough  accompanied by sour taste, burning  sensation in stomach and blackish and foul-smelling vomiting."
2222,2223,F-38.6,فواق یبسی,Fuwāq Yubsī,hiccough due to predominance of dryness in the stomach,"A condition of hiccough  caused by excessive dryness, excessive evacuation, starvation, etc."
2223,2224,F-38.7,فواق امتلائی,Fuwāq Imtilā’ī,hiccough due to large quantity of ingested food,A condition of hiccough   due to large quantity of ingested food irritating the cardiac end of stomach.
2224,2225,F-38.8,فواق لذعی,Fuwāq Ladh‘ī,hiccough due to the irritation of cardiac end of stomach,"A condition of hiccough   caused by intake of sour and spicy food, abnormal qualitative change in the ingested food, etc."
2225,2226,F-38.9,فواق ورمی,Fuwāq Waramī,hiccough due to inflammatory condition of other organs,"A condition of hiccough  accompanied by clinical features of inflammatory diseases of brain, stomach or liver."
2226,2227,F-44.1,حكۂ معدہ خلطی,Ḥikka-i-Mi‘da Khilṭī,itching sensation of stomach due to irritative humour,A condition of itching sensation of stomach due to humour causing irritation. This condition is characterised by relief in itching after food intake.
2227,2228,F-44.2,حكۂ معدہ بثوری,Ḥikka-i-Mi‘da Buthūrī,itching sensation of stomach due to eruptions,A condition of itching sensation of stomach due to eruptions appearing on the internal surface of stomach. This condition is characterised by burning sensation in the stomach after food intake.
2228,2229,F-51.1,سوء مزاج الکبد الحار,Sū’ Mizāj al-Kabid al-Ḥārr,hot morbid temperament of liver,"A condition of impaired temperament of liver due to predominance of heat on it. This condition is characterised by intense thirst, bitter taste, roughness of tongue, decreased appetite, swift pulse, yellowish discoloration of body and eyes and increased temperature at the site of liver."
2229,2230,F-51.2,سوء مزاج الکبد البارد,Sū’ Mizāj al-Kabid al-Bārid,cold morbid temperament of liver,"A condition of impaired temperament of liver due to predominance of cold on it. This condition is characterised by diarrhoea, puffiness of face, decreased thirst, whitish skin and lips, slow pulse and white urine of thick consistency."
2230,2231,F-51.3,سوء مزاج الکبد الرطب,Sū’ Mizāj al-Kabid al-Raṭb,moist morbid temperament of liver,"A condition of impaired temperament of liver due to predominance of moistness on it. This condition is characterised by decreased thirst, increased salivation, puffiness of face and eyes, increased sleep, lethargy, disturbed senses and indigestion."
2231,2232,F-51.4,سوء مزاج الکبد الیابس,Sū’ Mizāj al-Kabid al-Yābis,dry morbid temperament of liver,"A condition of impaired temperament of liver due to predominance of dryness on it. This condition is characterised by thirst, weight loss, decreased quantity of stool, firm and incompressible pulse, white urine of thin consistency and decreased quantity of blood."
2232,2233,F-70.1,یرقان سدّی,Yarqān Suddī,obstructive jaundice,A condition of yellow discoloration of the skin and the white of the eyes due to the blockage of the bile ducts.
2233,2234,F-70.2,یرقان ورمی,Yarqān Waramī,jaundice due to inflammation of liver,"A condition of yellow discoloration of the skin and the white of the eyes due to inflammation of liver.This condition is characterised by severe pain, fever, excessive thirst, restlessness and sensation of heat."
2234,2235,F-70.3,یرقان سمّی,Yarqān Sammī,jaundice due to poisoning,"A condition of yellow discoloration of the skin and the white of the eyes due to poisoning.This condition is characterised by  intense thirst, bad breath, restlessness and burning sensation."
2235,2236,F-70.4,یرقان بحرانی,Yarqān Buḥrānī,jaundice due to crisis of any disease,"A condition of yellow discoloration of the skin and the white of the eyes at the turning-point of a disease for better or worse.This condition is characterised by fever, bitter taste, nausea, bilious vomiting, loss of appetite, sleeplessness and constipation."
2236,2237,F-72.1,سوء مزاج الطحال الحار,Sū’ Mizāj al-Ṭiḥāl al-Ḥārr,hot morbid temperament of spleen,"A conditon of deranged temperament  of spleen due to  predominance of heat. This condition is characterised by intense thirst, burning sensation at the site of spleen, yellowish discoloration of face and body, disorderly conduct, unequal pulse, reddish urine and blackish stool."
2237,2238,F-72.2,سوء مزاج الطحال البارد,Sū’ Mizāj al-Ṭiḥāl al-Bārid,cold morbid temperament of spleen,"A conditon of deranged temperament  of spleen due to  predominance of cold. This condition is characterised by decreased appetite, absence of thirst and excessive salivation."
2238,2239,F-72.3,سوء مزاج الطحال الرطب,Sū’ Mizāj al-Ṭiḥāl al-Raṭb,moist morbid temperament of spleen,"A conditon of deranged temperament  of spleen due to  predominance of moistness. This condition is characterised by flabby body, excessive salivation, decreased thirst and blackish tongue."
2239,2240,F-72.4,سوء مزاج الطحال الیابس,Sū’ Mizāj al-Ṭiḥāl al-Yābis,dry morbid temperament of spleen,"A conditon of deranged temperament  of spleen due to  predominance of dryness. This condition is characterised by hardness of spleen, excessive fearfulness, callousness, emaciation and blackish discoloration of skin."
2240,2241,F-73.1,ورم طحال دموی,Waram-i-Ṭiḥāl Damawī,sanguineous inflammation of spleen,"A condition of inflammation  of spleen due to predominance of sanguine. This condition is    characterised by pain, burning sensation, excessive thirst and fever intensifying every fourth day."
2241,2242,F-73.2,ورم طحال صفراوی,Waram-i-Ṭiḥāl Ṣafrāwī,bilious inflammation of spleen,"A condition of inflammation  of spleen due to predominance of yellow bile. This condition is    characterised by burning sensation at the site of spleen, yellowish discoloration of skin, eyes and tongue and fever intensifying every third day."
2242,2243,F-73.3,ورم طحال بلغمی,Waram-i-Ṭiḥāl Balghamī,phlegmatic inflammation of spleen,"A condition of inflammation  of spleen due to predominance of phlegm. This condition is    characterised by enlarged spleen with mild pain, whitish discoloration of face, eyes and tongue, puffy eyes and blackish white stool and urine."
2243,2244,F-73.4,ورم طحال صلب سوداوی,Waram-i-Ṭiḥāl Ṣulb Sawdāwī,hard melancholic inflammation of spleen,"A condition of inflammation  of spleen due to predominance of black bile. This condition is    characterised by enlarged hard spleen, abdominal distension, emaciation, diarrhoea, etc."
2244,2245,F-83.25,اسہال ذوبانی,Ishāl Dhawbānī,diarrhoea leading to emaciation,"A condition of passage of foul smelling loose curdled stools,. This condition is characterised by gradual decrease of appetite, darkening and dryness of skin, nausea, dysuria, excessive flatus and borborygmi."
2245,2246,F-89.5,زحیر کاذب,Zaḥīr Kādhib,false dysentery,"A condition of abnormal movement of rectum   due to retention of dried faecal matter in small intestine. This condition is characterised by continuous urge to defecate, passage of viscous matter and scales, severe pain and intestinal distension."
2246,2247,F-89.6,زحیر صادق,Zaḥīr Ṣādiq,true dysentery,"A condition of abnormal movement of rectum   due to pouring of yellow bile or saline phlegm on rectum, acute inflammation of rectum, exposure of anus to cold or intake of things having cold temperament."
2247,2248,F-89.7,زحیر صفراوی,Zaḥīr Ṣafrāwī,bilious dysentery,"A condition of abnormal movement of rectum   due to predominance of yellow bile. This condition is characterised by  excretion of bile, scales and blood with stool, excessive thirst and anal burning."
2248,2249,F-89.8,زحیر بلغمی,Zaḥīr Balghamī,phlegmatic dysentery,"A condition of abnormal movement of rectum   due to predominance of phlegm. This condition is characterised by excretion of mucus with phlegm, flatulence, borborygmi and decreased thirst."
2249,2250,F-90.2,مغص حار سادہ,Maghṣ Ḥārr Sāda,simple hot tenesmus,A condition of gripping pain after intake of spicy food. This condition is characterised by  excessive thirst and burning sensation
2250,2251,F-90.3,مغص صفراوی,Maghṣ Ṣafrāwī,bilious tenesmus,"A condition of gripping pain due to predominance of yellow bile. This condition is  characterised by gripping abdominal pain, burning sensation, heaviness, excessive thirst, restlessness and anal burning."
2251,2252,F-90.4,مغص بلغمی,Maghṣ Balghamī,phlegmatic tenesmus,"A condition of gripping pain due to predominance of phlegm. This condition is  characterised by gripping abdominal pain, heaviness, excessive salivation and stool mixed with viscous phlegm."
2252,2253,F-90.5,مغص سوداوی,Maghṣ Sawdāwī,melancholic tenesmus,A condition of gripping pain due to predominance of black bile. This condition is  characterised by  gripping abdominal pain and heaviness along with features of predominance of black bile.
2253,2254,F-90.6,مغص ریحی,Maghṣ Rīḥī,tenesmus due to flatulence,"A condition of gripping pain due to flatulence. This condition is  characterised by  gripping abdominal pain relieved by passing of wind, flatulence, borborygmi and abdominal distension"
2254,2255,F-90.7,مغص ورمی,Maghṣ Waramī,tenesmus due to inflammation of intestine,A condition of gripping pain due to inflammation.
2255,2256,F-90.8,مغص ثفلی,Maghṣ Thuflī,tenesmus due to impaction of dried faecal matter,A condition of gripping pain due to impaction of dried faecal matter.
2256,2257,F-90.9,مغص دیدانی,Maghṣ Dīdānī,helminthic tenesmus,A condition of gripping pain  due to worm infestation.
2257,2258,F-91.1,نفخ و قراقر غذائی,Nafkh-o-Qarāqir Ghidhā’ī,flatus and borborygmi due to intake of flatulent or bad quality food,A condition of abdominal distension and gurgling caused by intake of flatulent or bad quality food.
2258,2259,F-91.2,نفخ و قراقر اعضائی,Nafkh-o-Qarāqir A‘ḍā’ī,flatus and borborygmi due to involvement of other body organs,A condition of abdominal distension and gurgling caused by involvement of other organs.
2259,2260,F-91.3,نفخ و قراقر بحرانی,Nafkh-o-Qarāqir Buḥrānī,flatus and borborygmi due to crisis of any disease,A condition of abdominal distension and gurgling occurring at the critical day of any disease.
2260,2261,F-92.19,قولنج صفراوی,Qūlanj Ṣafrāwī,bilious intestinal colic,"A condition of severe pain of colon due to  predominance of yellow bile. This condition is  characterised by severe pain of colon with burning sensation, excessive thirst, sleeplessness, bitter taste and bilious vomiting and loose motions ."
2261,2262,F-92.20,قولنج سوداوی,Qūlanj Sawdāwī,melancholic intestinal colic,"A condition of severe pain of colon due to  predominance of black bile. This condition is  characterised by less severe pain of colon, sour belching, excretion of black stool and sudden formation of flatus."
2262,2263,F-92.21,قولنج ورمی دموی,Qūlanj Waramī Damawī,intestinal colic due to sanguineous inflammation of colon,"A condition of severe pain of colon due to  sangineous inflammation. This condition is  characterised by gradual occurrence of pulsating pain with feeling of distension and heaviness, continuous fever, redness of face, puffiness of eyelids, sweet taste and cold extremities."
2263,2264,F-92.22,قولنج ورمی صفراوی,Qūlanj Waramī Ṣafrāwī,intestinal colic due to bilious inflammation of colon,"A condition of severe pain of colon due to  bilious inflammation. This condition is  characterised by gradual occurrence of moderate pulsating pain with feeling of distension and heaviness, bilious fever, severe burning sensation and bitter taste."
2264,2265,F-92.23,قولنج ورمی سوداوی,Qūlanj Waramī Sawdāwī,intestinal colic due to melancholic inflammation of colon,"A condition of severe pain of colon due to  melancholic inflammation preceded by splenic disorder . This condition is  characterised by gradual occurrence of moderate pulsating pain with feeling of distension and heaviness, quartan fever and sour taste."
2265,2266,F-92.24,قولنج ورمی بلغمی,Qūlanj Waramī Balghamī,intestinal colic due to phlegmatic inflammation of colon,"A condition of severe pain of colon due to  phlegmatic inflammation. This condition is  characterised by gradual occurrence of pulsating pain with feeling of distension and severe heaviness, intermittent fever, lethargy, puffiness of face and phlegmatic vomiting."
2266,2267,F-95.1,حیّات,Ḥayyāt,round worm infestation,"A condition of infestation of roundworm  in the upper part of intestine. This condition is characterised by tenesmus, grinding of teeth during sleep, persistent nausea, excessive salivation and occasional passage of worms from the mouth during vomiting."
2267,2268,F-95.2,حب القرع,Ḥabb al-Qar‘,tapeworm infestation,A condition of infestation of tape worm found in the caecum.  This condition is characterised by  excretion of segments from the tapeworm in stools.
2268,2269,F-95.3,صغار,Ṣighār,threadworm infestation,A condition of infestation of threadworm  in the rectum. This condition is characterised by anal pruritus and excretion of worms in stools.
2269,2270,F-95.4,مستدیرہ,Mustadīra,hookworm infestation,"A condition of infestation of thookworm  in the caecum and colon. This condition is characterised by increase of appetite , increase of weakness, pain around umbilicus and excretion of worms in stool."
2270,2271,F-96.1,بواسیر دامیہ,Bawāsīr Dāmiya,bleeding piles,a type of piles characterized by episodic passage of fresh blood from the anus
2271,2272,F-96.2,بواسیر عمیا,Bawāsīr ‘Amyā’,non-bleeding piles,"a type of piles,  characterized by non occurrence of fresh bleeding from anus"
2272,2273,F-96.3,بواسیرثولولی,Bawāsīr Thūlūlī,gram shaped polyps,Polyps in shape of lentil or gram.
2273,2274,F-96.4,بواسیر  عنبیہ,Bawāsīr ‘Inabiyya,grape shaped polyps,Shape of the polyps resemble grapes
2274,2275,F-96.5,بواسیر توتی,Bawāsīr Tūtī,mulberry shaped polyps,The polyps resemble with the shape of mulberry.
2275,2276,F-96.6,بواسیر نفّاخی,Bawāsīr Naffākhī,bubble shaped polyps,The polyps resemble with the shape of small bubble.
2276,2277,F-96.7,بواسیر نخلی,Bawāsīr Nakhlī,polyps with spreaded vessels,Vessels of the polyps are spread like the branches and roots of date tree.
2277,2278,F-96.8,بواسیر تینی,Bawāsīr Tīnī,fig shaped polyps,Shape of the polyps are flat and round similar to that of fig.
2278,2279,F-96.9,بواسیر  تمری,Bawāsīr Tamrī,date shaped polyps,Shape of the polyps are similar to shape of date i.e. long and oval.
2279,2280,M-43,جریان الدم,Jarayān al-Dam,haemorrhage/ bleeding,the escape of the blood from the blood vessels
2280,2281,L-4.1,وجع المفاصل دموی,Waja‘ al-Mafāṣil Damawī,sanguineous arthritis,"A condition of  pain of several joints  due to the derangement of sanguine. It is characterised by reddish discoloration of the skin of the affected joint, increased swelling and severe pain."
2281,2282,L-4.2,وجع المفاصل صفراوی,Waja‘ al-Mafāṣil Ṣafrāwī,bilious arthritis,"A condition of  pain of several joints  due to the derangement of yellow bile specially bilious sanguine. It is characterised by yellowish discoloration of the skin of affected joint, less swelling and severe pain."
2282,2283,L-4.3,وجع المفاصل بلغمی,Waja‘ al-Mafāṣil Balghamī,phlegmatic arthritis,"A condition of  pain of several joints  due to the derangement of phlegm. It is characterised by white coloured swelling on the affected joint, moderate  and deep seated pain of the joint. It is usually seen in obese patients."
2283,2284,L-4.4,وجع المفاصل سوداوی,Waja‘ al-Mafāṣil Sawdāwī,melancholic arthritis,"A condition of  pain of several joints  due to the derangement of black bile. It is characterised by blackish discoloration of skin, less pain,  dryness and tension at the site of swelling."
2284,2285,L-4.5,وجع المفاصل مرکب,Waja‘ al-Mafāṣil Murakkab,polyarthritis due to combined deranged humours,A condition of  pain of several joints  due to accumulation of  more than one deranged humours.
2285,2286,L-15.25,کسر اللحی,Kasr al-Laḥy,jaw bone fracture,breaking of jaw bone
2286,2287,L-15.26,کسر الترقوۃ,Kasr al-Tarquwa,fracture of clavicle,fracture of clavicle
2287,2288,L-15.27,کسر الکتف,Kasr al-Katif,fracture of scapula,fracture of scapula
2288,2289,L-15.28,کسر القص,Kasr al-Qaṣṣ,fracture of sternum,fracture of sternum
2289,2290,L-15.29,کسر الاضلاع,Kasr al-Aḍlā‘,fracture of ribs,fracture of ribs
2290,2291,L-15.30,کسر الخرزات,Kasr al-Kharzāt,fracture of vertebrae,fracture of vertebrae
2291,2292,L-15.31,کسر عظم الکاھل,Kasr ‘Aẓm al-Kāhil,fracture of vertebrae of upper part of back,fracture of vertebrae of upper part of back
2292,2293,L-15.32,کسر اسفل القطن,Kasr Asfal al-Qaṭan,fracture of vertebrae of lower part of back,fracture of vertebrae of lower part of back
2293,2294,L-15.33,کسر  العصعص,Kasr al-‘Uṣ‘uṣ,fracture of coccyx,fracture of coccyx
2294,2295,L-15.34,کسر العضد,Kasr al-‘Aḍud,fracture of humerus,fracture of humerus
2295,2296,L-15.35,کسر الساعد,Kasr al-Sā‘id,fracture of bones of forearm,fracture of bones of forearm
2296,2297,L-15.36,کسر الرسغ,Kasr al-Rusgh,fracture of wrist bones,fracture of wrist bones
2297,2298,L-15.37,کسر عظام الاصابع,Kasr ‘Iẓām al-Aṣābi‘,phalangeal fracture,phalangeal fracture
2298,2299,L-15.38,کسر الورک,Kasr al-Warik,fracture of ischium,fracture of ischium
2299,2300,L-15.39,کسر الفخذ,Kasr al-Fakhidh,fracture of femur,fracture of femur
2300,2301,L-15.40,کسر الساق,Kasr al-Sāq,fracture of  leg bones,fracture of  leg bones
2301,2302,L-15.41,کسر الکعب,Kasr al-Ka‘b,fracture of  ankle bone,fracture of  ankle bone
2302,2303,L-15.42,کسر العقب,Kasr al-‘Aqib,fracture of heel,fracture of heel
2303,2304,L-15.43,کسر اصابع الرجل,Kasr Aṣābi‘ al-Rijl,fracture of phalanges of foot,fracture of phalanges of foot
2304,2305,J-52.2,شریٰ دموی,Sharā Damawī,sanguineous urticaria,It is a condition of appearance of red itchy rashes suddenly due to sanguineous predominance. It is characterized by appearance of red itchy rashes during day time.
2305,2306,J-52.3,شریٰ بلغمی,Sharā Balghamī,phlegmatic urticaria,It is a condition of appearance of red itchy rashes suddenly due to phlegmatic predominance. It is characterized by appearance of white coloured itchy rashes during night time.
2306,2307,J-56.1,جرب   صفراوی,Jarab Ṣafrāwī,Bilious scabies,A condition of appearance of papules caused by the predominance of yellow bile. It is characterized by pointed papules of red colour accompanied by severe pain and itching.
